uuid,age,gender,education,occupation,country,race,nationality,income_category,target_words,n_texts,repeat_id,q_aut_1,q_aut_2,q_aut_3,q_aut_4,q_com_1,q_com_2,q_com_3,q_com_4,q_rel_1,q_rel_2,q_rel_3,q_rel_4,word_count,llm_aut,llm_com,llm_rel
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,1,3,4,4,4,4,4,5,4,4,5,5,5,5,150,4,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,3,1,4,4,4,4,4,5,4,4,5,5,5,5,421,4,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,3,2,4,4,4,4,4,5,4,4,5,5,5,5,421,4,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,3,3,4,4,4,4,4,5,4,4,5,5,5,5,421,4,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,5,1,4,4,4,4,4,5,4,4,5,5,5,5,695,5,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,5,2,4,4,4,4,4,5,4,4,5,5,5,5,695,5,4,4
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",150,5,3,4,4,4,4,4,5,4,4,5,5,5,5,695,5,5,4
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,1,1,4,4,4,4,4,5,4,4,5,5,5,5,289,3,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,1,2,4,4,4,4,4,5,4,4,5,5,5,5,289,3,4,4
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,1,3,4,4,4,4,4,5,4,4,5,5,5,5,289,3,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,3,1,4,4,4,4,4,5,4,4,5,5,5,5,828,3,4,4
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,3,2,4,4,4,4,4,5,4,4,5,5,5,5,828,3,4,4
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,3,3,4,4,4,4,4,5,4,4,5,5,5,5,828,3,4,4
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,5,1,4,4,4,4,4,5,4,4,5,5,5,5,1337,3,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,5,2,4,4,4,4,4,5,4,4,5,5,5,5,1337,3,4,3
9a70e614c67a44519102ace5d64fddcf,60 - 64,Female,High School,Baker,USA,White,American,"From $28,008 to $55,000",300,5,3,4,4,4,4,4,5,4,4,5,5,5,5,1337,4,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,1,1,2,3,1,3,4,5,4,4,5,4,4,3,56,2,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,1,2,2,3,1,3,4,5,4,4,5,4,4,3,56,2,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,1,3,2,3,1,3,4,5,4,4,5,4,4,3,56,2,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,3,1,2,3,1,3,4,5,4,4,5,4,4,3,165,2,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,3,2,2,3,1,3,4,5,4,4,5,4,4,3,165,2,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,3,3,2,3,1,3,4,5,4,4,5,4,4,3,165,2,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,5,1,2,3,1,3,4,5,4,4,5,4,4,3,274,3,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,5,2,2,3,1,3,4,5,4,4,5,4,4,3,274,3,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",50,5,3,2,3,1,3,4,5,4,4,5,4,4,3,274,3,3,4
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,1,1,2,3,1,3,4,5,4,4,5,4,4,3,149,3,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,1,2,2,3,1,3,4,5,4,4,5,4,4,3,149,3,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,1,3,2,3,1,3,4,5,4,4,5,4,4,3,149,3,3,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,3,1,2,3,1,3,4,5,4,4,5,4,4,3,458,4,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,3,2,2,3,1,3,4,5,4,4,5,4,4,3,458,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,3,3,2,3,1,3,4,5,4,4,5,4,4,3,458,3,4,4
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,5,1,2,3,1,3,4,5,4,4,5,4,4,3,755,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,5,2,2,3,1,3,4,5,4,4,5,4,4,3,755,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",150,5,3,2,3,1,3,4,5,4,4,5,4,4,3,755,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,1,1,2,3,1,3,4,5,4,4,5,4,4,3,284,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,1,2,2,3,1,3,4,5,4,4,5,4,4,3,284,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,1,3,2,3,1,3,4,5,4,4,5,4,4,3,284,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,3,1,2,3,1,3,4,5,4,4,5,4,4,3,837,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,3,2,2,3,1,3,4,5,4,4,5,4,4,3,837,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,3,3,2,3,1,3,4,5,4,4,5,4,4,3,837,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,5,1,2,3,1,3,4,5,4,4,5,4,4,3,1374,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,5,2,2,3,1,3,4,5,4,4,5,4,4,3,1374,3,4,3
3b37a8e89ab14c8ba1e4dc35d5ccb915,25 - 29,Male,Some College,Retail Salesperson,USA,White,American,"From $28,008 to $55,000",300,5,3,2,3,1,3,4,5,4,4,5,4,4,3,1374,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,1,1,2,4,3,4,5,5,4,4,5,5,4,4,52,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,1,2,2,4,3,4,5,5,4,4,5,5,4,4,52,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,1,3,2,4,3,4,5,5,4,4,5,5,4,4,52,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,3,1,2,4,3,4,5,5,4,4,5,5,4,4,150,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,3,2,2,4,3,4,5,5,4,4,5,5,4,4,150,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,3,3,2,4,3,4,5,5,4,4,5,5,4,4,150,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,5,1,2,4,3,4,5,5,4,4,5,5,4,4,247,3,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,5,2,2,4,3,4,5,5,4,4,5,5,4,4,247,3,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",50,5,3,2,4,3,4,5,5,4,4,5,5,4,4,247,3,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,1,1,2,4,3,4,5,5,4,4,5,5,4,4,154,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,1,2,2,4,3,4,5,5,4,4,5,5,4,4,154,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,1,3,2,4,3,4,5,5,4,4,5,5,4,4,154,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,3,1,2,4,3,4,5,5,4,4,5,5,4,4,455,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,3,2,2,4,3,4,5,5,4,4,5,5,4,4,455,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,3,3,2,4,3,4,5,5,4,4,5,5,4,4,455,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,5,1,2,4,3,4,5,5,4,4,5,5,4,4,748,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,5,2,2,4,3,4,5,5,4,4,5,5,4,4,748,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",150,5,3,2,4,3,4,5,5,4,4,5,5,4,4,748,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,1,1,2,4,3,4,5,5,4,4,5,5,4,4,251,3,4,3
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,1,2,2,4,3,4,5,5,4,4,5,5,4,4,251,3,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,1,3,2,4,3,4,5,5,4,4,5,5,4,4,251,4,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,3,1,2,4,3,4,5,5,4,4,5,5,4,4,765,4,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,3,2,2,4,3,4,5,5,4,4,5,5,4,4,765,4,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,3,3,2,4,3,4,5,5,4,4,5,5,4,4,765,4,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,5,1,2,4,3,4,5,5,4,4,5,5,4,4,1250,4,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,5,2,2,4,3,4,5,5,4,4,5,5,4,4,1250,4,4,4
29821069cac44e3c89274af3e83e01c0,45 - 49,Male,Some College,Dispatcher,USA,White,American,"From $28,008 to $55,000",300,5,3,2,4,3,4,5,5,4,4,5,5,4,4,1250,4,4,4
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,1,1,4,2,1,4,4,5,4,4,4,3,3,4,50,3,3,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,1,2,4,2,1,4,4,5,4,4,4,3,3,4,50,3,3,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,1,3,4,2,1,4,4,5,4,4,4,3,3,4,50,3,3,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,3,1,4,2,1,4,4,5,4,4,4,3,3,4,153,3,4,2
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,3,2,4,2,1,4,4,5,4,4,4,3,3,4,153,3,4,2
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,3,3,4,2,1,4,4,5,4,4,4,3,3,4,153,3,4,2
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,5,1,4,2,1,4,4,5,4,4,4,3,3,4,255,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,5,2,4,2,1,4,4,5,4,4,4,3,3,4,255,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",50,5,3,4,2,1,4,4,5,4,4,4,3,3,4,255,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,1,1,4,2,1,4,4,5,4,4,4,3,3,4,143,3,3,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,1,2,4,2,1,4,4,5,4,4,4,3,3,4,143,3,3,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,1,3,4,2,1,4,4,5,4,4,4,3,3,4,143,3,3,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,3,1,4,2,1,4,4,5,4,4,4,3,3,4,433,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,3,2,4,2,1,4,4,5,4,4,4,3,3,4,433,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,3,3,4,2,1,4,4,5,4,4,4,3,3,4,433,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,5,1,4,2,1,4,4,5,4,4,4,3,3,4,700,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,5,2,4,2,1,4,4,5,4,4,4,3,3,4,700,2,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",150,5,3,4,2,1,4,4,5,4,4,4,3,3,4,700,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,1,1,4,2,1,4,4,5,4,4,4,3,3,4,270,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,1,2,4,2,1,4,4,5,4,4,4,3,3,4,270,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,1,3,4,2,1,4,4,5,4,4,4,3,3,4,270,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,3,1,4,2,1,4,4,5,4,4,4,3,3,4,759,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,3,2,4,2,1,4,4,5,4,4,4,3,3,4,759,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,3,3,4,2,1,4,4,5,4,4,4,3,3,4,759,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,5,1,4,2,1,4,4,5,4,4,4,3,3,4,1260,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,5,2,4,2,1,4,4,5,4,4,4,3,3,4,1260,3,4,3
839297c33308499896162cad67925ba1,25 - 29,Male,Other,General Operations Manager,USA,African American or Black,American,"From $55,001 to $89,744",300,5,3,4,2,1,4,4,5,4,4,4,3,3,4,1260,3,4,3
62ec8044e5974ef39a7058894ad03c24,30 - 39,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,1,1,3,3,2,3,4,4,4,4,4,4,4,4,54,3,3,3
62ec8044e5974ef39a7058894ad03c24,30 - 39,Female,High School,cashier,USA,White,American,"From $28,008 to $55,000",50,1,2,3,3,2,3,4,4,4,4,4,4,4,4,54,3,3,3
